"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Solyc07g049290.3",4.25168959834942,-0.423890353730138,4.2943939605562,0.00387087579988233,0.0449700596161743,-1.49303222603517
"Solyc01g109040.4",4.24863945803159,0.169560517825736,4.91223825487167,0.00189694185175907,0.0339863844312253,-0.876010207716029
"Solyc01g005160.5",-5.99554287034838,1.98581891854961,-6.86165804151319,0.00020485872244078,0.00761812527651925,1.20231487399736
"Solyc11g071990.2",-5.81406844402871,-0.0790810381154602,-5.91271529665973,0.000520179976072293,0.0132800806430494,0.273524726909187
"Solyc11g018805.1",-5.73364978153628,0.0579293010055941,-5.6487187122323,0.000686960264903894,0.0154121333261083,0.0378454905628312
"Solyc03g007380.2",-5.62485724926898,-0.90359253373027,-4.50968130129045,0.00253723532021121,0.0312238237355995,-1.12619409923905
"Solyc08g068610.3",-5.61142355840734,-0.623345794660561,-5.58028739688619,0.000739373157515749,0.0161217001199686,-0.040363968061139
"Solyc05g055080.2",-5.5766409199734,1.66547534916746,-10.4874499396594,1.22511286911412e-05,0.00191356959801659,3.46339738863286
"Solyc11g020230.1",-5.4711525688813,2.00123602937367,-6.30361557315803,0.000350005064811074,0.0104411767319465,0.730767151898884
"Solyc05g054250.1",-5.45287770570413,0.935399626017964,-8.64726446305778,4.51782853654584e-05,0.00348007924355799,2.29992068168668
"Solyc12g055710.1",-5.44258781163112,-1.64143738154051,-6.75457712309011,0.000226443697918963,0.00800068319241663,0.865228499440251
"Solyc02g086210.4",-5.32723296086917,0.768509985132622,-6.66477210047607,0.00024652001191211,0.00843554192021943,0.942003191003384
"Solyc07g009510.1",9.27118032334464,0.00459833687446043,9.68212877188222,2.64492830568873e-05,0.00265128964871773,2.71236541609434
"Solyc03g083996.1",9.25976007770092,-0.647456367274449,17.5126725233987,4.8697340808321e-07,0.000422033037661585,4.86127516727476
"Solyc07g162010.1",9.20042493413474,-0.659199142528355,4.24247160764624,0.00382799993152601,0.032646715413942,-1.49890638899275
"Solyc01g090890.3",6.88170927148742,-0.890967104301883,8.92426600307261,4.50473977914147e-05,0.00349375547763018,2.29173114475276
"Solyc06g061027.1",6.85996606503716,-0.927089345987197,8.18989533371391,7.84160054144496e-05,0.00476690137984279,1.87766147494547
"Solyc10g050110.1",6.79786872643059,-2.40717537165674,24.8951519880309,4.29952624103106e-08,0.000175915116151786,5.24579159585995
"Solyc01g081600.3",6.75187538639629,-1.92033636692521,7.75202689923409,0.000111345652974445,0.00539136969402296,1.57146131256861
"Solyc02g089250.4",6.7437048676898,0.555925221817534,7.45106399946262,0.000143041938616279,0.00611948874687929,1.42935975744949
"Solyc04g077210.3",6.54177975510851,-2.51969645709261,10.5684325024561,1.48358169039867e-05,0.00197799034502859,2.91817146472216
"Solyc07g006700.1",6.51817661169707,-2.52588602188956,7.86043035127859,0.000101936342109606,0.00524619551876039,1.6042213022689
"Solyc00g500328.11",6.8630286794523,8.83828737321024,17.9840616878517,1.81449630099207e-10,3.37496311984524e-08,14.1433073694487
"Solyc01g095220.2",-2.43177148500865,10.1210686324419,-4.23670900478928,0.00018490713853838,0.0466704193425341,0.761843291864228
"Solyc06g083190.4",2.33751971975703,6.20027650636647,3.86661606392226,0.000520875215876496,0.0466704193425341,-0.156023004483289
"Solyc00g500065.1",2.32431847601369,6.20224741226594,3.94060452492852,0.000424199103235848,0.0466704193425341,0.0215992789373516
"Solyc00g500129.1",1.73070835185463,13.5330228732868,3.89762704197176,0.000477984049882928,0.0466704193425341,-0.107288696222284
"Solyc00g500199.1",1.73070835185463,13.5330228732868,3.89762704197176,0.000477984049882928,0.0466704193425341,-0.107288696222284
"Solyc01g095220.21",-4.64329201865178,11.0879845338064,-7.180860104039,3.04899274183873e-06,0.000292832595472642,4.78389293786445
"Solyc06g074590.3",-3.8387713540221,10.3412536557709,-4.76198555605965,0.000247412770141584,0.00665265448602925,0.691706139850378
"Solyc00g500238.1",-3.60245770096784,10.4752977796795,-4.98755216104713,0.000158980288821464,0.00480915373684929,1.1122484974923
"Solyc00g500340.1",-3.60245770096784,10.4752977796795,-4.98755216104713,0.000158980288821464,0.00480915373684929,1.1122484974923
"Solyc07g054630.5",-3.5167190808231,14.3821833041361,-8.05040262120602,7.60330643565823e-07,0.000184000015742929,6.21706198353341
"Solyc09g010090.6",-3.12024432995265,13.4011653808212,-7.07581917167411,3.63015614222284e-06,0.000292832595472642,4.70125782779411
"Solyc01g066380.4",-2.99437595487484,9.69583365668199,-4.62159863051843,0.000326750273112744,0.00790735660932841,0.413591584006563
"Solyc01g096150.5",-2.14810669005527,11.4897192971279,-4.26496136147599,0.000668237301833857,0.0147012206403449,-0.298649355387357
"Solyc01g106953.1",-2.11646814090977,15.5889244178712,-6.32901821863853,1.31022411529644e-05,0.000634148471803475,3.37772899266982
"Solyc01g106963.1",-2.01908455412731,17.1008058023296,-6.33905955300796,1.28715387140333e-05,0.000634148471803475,3.36226053667872
"Solyc07g062670.1",-11.3343169508067,-0.0225957890613685,-9.44605793143862,2.15951349265981e-05,0.000619655041823981,3.18179258597469
"Solyc08g066250.4",-10.5271215954701,3.34027146285957,-9.05834583880188,2.88123615911084e-05,0.000696511303688576,3.02314253819392
"Solyc09g008170.3",-10.4685571777465,1.12385976965062,-12.3489117349016,3.30160030929016e-06,0.000402690458649321,4.59891868099172
"Solyc04g074840.3",-10.2608481568374,3.06043104576469,-7.3134857749755,0.000121797716417054,0.00132624213410202,1.72107037605885
"Solyc03g121300.2",-10.0334734483872,-0.668153441413584,-14.3775310320883,1.11419089680857e-06,0.000402690458649321,5.28745267601024
"Solyc12g056600.3",-9.92438502834652,1.72154592224634,-9.5453359098662,2.00911092196859e-05,0.000600752970126271,3.24056441099984
"Solyc02g086210.41",-9.56824209039761,-0.25511220477964,-6.90815225400217,0.000177034490289822,0.00161704661240853,1.35353555166946
"Solyc02g065260.4",-9.56569610434156,0.262123294707222,-5.13562981544338,0.00112981581642005,0.00495429002263535,-0.40052775485002
"Solyc01g104210.3",-9.56147343510985,2.59140258447554,-7.54823385565706,9.88022465124393e-05,0.00120329597303653,1.91045311798957
"Solyc06g072820.3",9.30586918998613,-0.765104316542544,22.7213753141031,4.0246042968329e-08,0.000270519088039169,6.88507067735609
"Solyc08g023660.3",9.96028077171757,-0.650812206594789,23.4317690058076,1.7953469555579e-08,3.45940916499064e-05,7.71467965411444
"Solyc09g008170.31",-9.0617118196105,2.00664225650137,-13.9340278095797,9.22602835350468e-07,9.1166171198253e-05,5.70717820534424
"Solyc05g015060.4",-8.87817127245365,-0.473717838260954,-7.81812967304149,6.13953236220027e-05,0.000590778615639881,2.31789224927823
"Solyc02g088580.1",-8.82213180617714,-1.55782856557238,-27.7706387554539,4.88209503162566e-09,2.79972917941635e-05,8.03566508198268
"Solyc06g024310.1",8.62916075193698,-0.535486016836867,11.1724536558468,4.74611147449804e-06,0.000156006748453911,4.46597952961323
"Solyc07g064100.1",-8.21578182069397,-1.85637589609276,-12.3398674566923,2.28008100486451e-06,0.000119143893864361,4.94029801467975
"Solyc11g022590.1",8.16716005247214,4.61793519083604,8.65102572547465,3.01327139945955e-05,0.000385154051597587,3.05562873291657
"Solyc12g038450.1",7.99622591559001,-1.60036427963613,6.19930223006427,0.000296080403822207,0.00161654888345902,0.856705879519977
"Solyc08g081790.3",-7.96639889308194,1.2655268820529,-7.25305812766501,0.000103097801401528,0.000803870818717531,1.85143018191519
"Solyc04g074000.3",-7.41876048168657,-2.26200819756261,-12.9740939534024,1.57148548231414e-06,0.000104350058509799,5.12885169275591
